Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Academic_Pressure_Index,Wellness_Ratio,GPA_Efficiency
0.6399999999999995,0.15999999999999992,0.8999999999999999,0.3307692307692307,0.5965909090909092,2,0.2673539217097075,0.21633631772339815,0.2716435049117961
2.220446049250313e-16,0.54,0.7,0.5,0.21022727272727249,0,0.05331082781397531,0.746760646536047,0.592410686089902
0.6599999999999999,0.7199999999999998,0.2333333333333333,0.36923076923076925,0.7045454545454546,2,0.3344927699148761,0.3425698566614136,0.3196008021880622
0.6399999999999997,0.6599999999999999,0.3833333333333333,0.13846153846153847,0.47159090909090895,2,0.2957869131819544,0.21633631772339826,0.20039045775823439
0.10000000000000009,0.26,0.25,0.7076923076923077,0.32386363636363624,0,0.24881922264490228,0.7395650473146802,0.5629557705044056
0.8999999999999997,0.7999999999999998,0.25,0.11538461538461539,0.7102272727272729,2,0.38578626720126563,0.1746342981983974,0.18174209579469192
0.5799999999999998,0.19999999999999996,0.7166666666666666,0.2923076923076923,0.4147727272727273,1,0.2912623930798802,0.21923826838561236,0.2045311236960926
0.9399999999999993,0.9199999999999993,0.04999999999999999,0.04615384615384615,0.7443181818181817,2,0.4372678043278009,0.15691817485349377,0.1780531112779422
0.020000000000000018,0.41999999999999993,0.9666666666666666,0.17692307692307693,0.20454545454545459,0,0.03628259317732627,0.4179893129228378,0.560020475543669
0.8599999999999994,0.15999999999999992,0.5499999999999998,0.3307692307692307,0.4829545454545454,2,0.4662070878085125,0.16828827079891565,0.08849613709045456
0.9399999999999995,0.5799999999999998,0.049999999999999996,0.25384615384615383,0.6988636363636365,2,0.5766325022491449,0.19091883080013025,0.15614963998106435
0.8800000000000001,0.7000000000000002,0.36666666666666675,0.06923076923076925,0.5340909090909092,2,0.36777142740402013,0.13991783602891392,0.10453664348141378
0.3599999999999999,0.7999999999999998,0.8166666666666667,0.16153846153846155,0.5,1,0.10067898473681161,0.34847163364569345,0.4246276825601035
0.7999999999999994,0.6999999999999995,0.5166666666666666,0.061538461538461535,1.0,2,0.29734929774177954,0.15091136497649857,0.3864402088328803
0.8999999999999997,0.3800000000000001,0.09999999999999999,0.4307692307692308,0.6193181818181819,2,0.6340855369560173,0.24406721515089183,0.13701290274869982
0.45999999999999996,0.28,0.5833333333333333,0.35384615384615387,0.49431818181818166,1,0.270942722469414,0.30707980747109387,0.33752800168742525
0.04000000000000026,0.8199999999999996,0.3666666666666667,0.5692307692307693,0.3125,0,0.08076057951646912,0.8566115090760992,0.6310219447529198
0.76,0.6199999999999999,0.08333333333333333,0.4384615384615385,0.48863636363636354,2,0.4670837244037803,0.32730777114602994,0.14165093675915186
0.06000000000000005,0.54,0.6333333333333333,0.3923076923076923,0.08522727272727271,0,0.08123575325070401,0.6066242821771157,0.4036991679469272
0.7999999999999998,0.43999999999999995,0.08333333333333333,0.47692307692307695,0.653409090909091,2,0.5669615355320343,0.3011564737068917,0.20643627928891217
0.020000000000000018,0.8399999999999996,0.6666666666666666,0.13846153846153847,0.15909090909090895,0,0.030117931301452544,0.5214578795143334,0.5183609708339866
0.16000000000000014,0.54,0.7166666666666666,0.4,0.3181818181818181,0,0.0966479557233049,0.5436458168433036,0.4881940466910969
0.6599999999999997,0.9599999999999995,0.5833333333333333,0.09999999999999999,0.8125,2,0.19319940504345237,0.25117774795497294,0.38039611932735073
0.41999999999999993,0.3599999999999999,0.75,0.35384615384615387,0.5852272727272727,1,0.19612102130416123,0.33965952858842063,0.42924844533053863
0.020000000000000018,0.04000000000000026,0.03333333333333333,1.0,0.34659090909090917,2,0.4130115177911312,0.987066429176063,0.6902064277614265
0.48,0.5,0.4666666666666666,0.4538461538461539,0.5795454545454544,1,0.25795700523622667,0.407328219855146,0.376071956625487
0.18000000000000016,0.3999999999999999,0.6166666666666667,0.4384615384615385,0.3181818181818181,0,0.14334913294779336,0.5200331833388964,0.4664634483664819
0.3800000000000001,0.5,0.8499999999999999,0.15384615384615385,0.46590909090909083,1,0.14075382602910877,0.26419251821729817,0.38387382438179174
0.6599999999999999,0.0800000000000003,0.6499999999999999,0.4384615384615385,0.5795454545454544,2,0.3773549661206119,0.25117774795497294,0.24920622444783336
0.9399999999999995,0.3800000000000001,0.5499999999999999,0.13846153846153847,0.6477272727272727,2,0.41749633726519086,0.10591719093353916,0.13150823477207685
0.4600000000000002,0.94,0.3166666666666667,0.22307692307692312,0.5170454545454544,1,0.19680146936336138,0.37936610903811796,0.3520803030277263
0.0800000000000003,0.8399999999999996,0.016666666666666666,0.6153846153846154,0.2556818181818181,0,0.16341263686587357,0.8606049622190736,0.529065293242493
0.8199999999999996,0.1200000000000001,0.7,0.3076923076923077,0.7386363636363638,2,0.4021217239162046,0.1580390519492393,0.2392202898802257
0.74,0.28000000000000047,0.16666666666666669,0.36153846153846164,0.6420454545454546,2,0.571657445998163,0.23089886258554607,0.23482577992044795
0.76,0.9999999999999998,0.13333333333333333,0.09230769230769231,0.7613636363636362,2,0.32407439289779305,0.22986499244563915,0.2865125157444671
0.33999999999999986,0.8599999999999994,0.29999999999999993,0.1923076923076923,0.3693181818181819,1,0.17916428783779445,0.39096421303393947,0.3516457654423132
0.7599999999999996,0.09999999999999987,0.8999999999999999,0.09999999999999999,0.7613636363636362,2,0.3189456166145819,0.06496182849113172,0.28651251574446734
0.31999999999999984,0.3799999999999999,0.016666666666666663,0.523076923076923,0.42613636363636376,1,0.4119227592472101,0.4947092085707018,0.40924200886684836
0.8999999999999997,0.31999999999999984,0.95,0.13846153846153847,0.6818181818181817,2,0.29494502368260167,0.10172973539827837,0.16776422296781945
0.6399999999999997,0.30000000000000004,0.3333333333333333,0.42307692307692313,0.6306818181818181,2,0.4269131425471884,0.2927548507628668,0.29107615413549437
0.6799999999999999,0.7999999999999998,0.4666666666666666,0.06153846153846154,0.5795454545454544,2,0.25344108072073146,0.19488551260390433,0.2367881481363906
0.06000000000000005,0.43999999999999995,0.8833333333333333,0.3076923076923077,0.21590909090909083,0,0.055939894439347077,0.5070601824297015,0.5189505892681093
0.3599999999999999,0.14000000000000012,0.7666666666666666,0.49230769230769234,0.35227272727272707,2,0.2179905398238424,0.3969725480103684,0.32308259005334417
0.0800000000000003,0.0800000000000003,0.8166666666666667,0.42307692307692313,0.35227272727272707,2,0.12473545386161236,0.4758311882926777,0.6126736138855394
0.6999999999999997,0.0800000000000003,0.9833333333333334,0.3,0.42613636363636376,2,0.28112345209509226,0.17095839320227105,0.140301698309928
0.8200000000000001,0.9800000000000002,0.15000000000000002,0.02307692307692308,0.4772727272727273,2,0.34313247679828063,0.17978452493370414,0.10497127575464138
0.3800000000000001,0.7799999999999998,0.5666666666666667,0.34615384615384615,0.5511363636363635,1,0.14991763713687914,0.4506047321831965,0.4416084935927135
0.1200000000000001,0.020000000000000018,0.4666666666666666,0.6538461538461539,0.32386363636363624,2,0.2513801016588816,0.6110691890178808,0.5387260066642444
0.06000000000000005,0.1200000000000001,0.6499999999999999,0.6692307692307692,0.375,2,0.14780378593710128,0.6999656256903164,0.659256667398244
0.9599999999999995,0.28,0.8666666666666665,0.0846153846153846,0.875,2,0.34466592286103526,0.06251431543644334,0.2304649998001561
0.21999999999999997,0.020000000000000018,0.9666666666666666,0.23846153846153847,0.40909090909090895,2,0.1489964633243597,0.2534574724911409,0.49479986192176406
0.08000000000000007,0.9599999999999995,0.5166666666666666,0.2692307692307692,0.32386363636363624,0,0.052238200708336374,0.6224116735979714,0.5880829313434673
0.6199999999999999,0.45999999999999996,0.6,0.16923076923076924,0.653409090909091,2,0.2748847250208205,0.1969213369689546,0.31758610949022426
0.040000000000000036,0.9599999999999995,0.8833333333333331,0.19999999999999998,0.32954545454545436,0,0.0013070828239505061,0.5965721089548254,0.6463438304762957
0.45999999999999974,0.28,0.1833333333333333,0.5153846153846153,0.24431818181818166,1,0.43283225295887007,0.40195557827781314,0.17745268694410998
0.5799999999999998,0.9799999999999993,0.9666666666666665,0.007692307692307692,0.4772727272727273,1,0.11026787837444232,0.22758779459352677,0.2415105515189483
0.6999999999999997,0.30000000000000004,0.8166666666666667,0.15384615384615385,0.48863636363636354,2,0.27659638425089794,0.13991779887930597,0.17467081665153417
0.9199999999999999,0.94,0.16666666666666669,0.03076923076923078,0.7386363636363638,2,0.3805955585158045,0.15709525787701936,0.18541129814994417
0.6199999999999999,0.9399999999999995,0.6499999999999999,0.046153846153846156,0.6875,2,0.1736650831491748,0.22949479825494631,0.3372586676674142
0.9799999999999998,0.5999999999999999,0.35,0.26153846153846155,0.653409090909091,2,0.4375422816106824,0.18988851580219798,0.11549548871103099
0.9600000000000002,0.8399999999999999,0.11666666666666667,0.06923076923076925,0.5170454545454544,2,0.44419801607190057,0.15001396359917232,0.059735261913295035
0.06000000000000005,0.8199999999999996,1.0,0.007692307692307693,0.25,0,0.0058507331638311955,0.38260505774543363,0.5490161774388526
0.9999999999999998,0.76,0.4666666666666666,0.015384615384615385,0.6647727272727273,2,0.356495079140849,0.1069372197921061,0.11171300059655942
0.45999999999999974,0.9599999999999995,0.5999999999999999,0.21538461538461534,0.5568181818181819,1,0.13880333596019426,0.37936610903811796,0.3775468303732544
0.21999999999999997,0.6199999999999999,0.35,0.38461538461538464,0.4204545454545454,1,0.17534657854208432,0.5183837337883801,0.5035073841477288
0.5200000000000002,0.5200000000000002,0.8166666666666669,0.06153846153846156,0.42613636363636376,1,0.18218065809314785,0.17463420227146734,0.2509322913286004
0.5600000000000003,0.8800000000000001,0.3166666666666667,0.20769230769230776,0.6022727272727271,1,0.23862223669962676,0.3217340465452976,0.32969224578519507
0.6999999999999997,0.14000000000000012,0.016666666666666666,0.676923076923077,0.7443181818181817,2,0.7705146821442063,0.372722256301544,0.315271755321742
0.3599999999999999,0.3999999999999999,0.43333333333333335,0.4,0.4147727272727273,1,0.2510183483648316,0.4018226394468358,0.3660439753446655
0.5199999999999998,0.3999999999999999,0.6166666666666667,0.2,0.5909090909090908,1,0.25235424739796064,0.22670887628199096,0.3522718426551513
0.8599999999999999,0.14000000000000012,0.7999999999999999,0.03076923076923077,0.4602272727272725,2,0.3727178671580844,0.02643607808560336,0.07707335955503081
0.45999999999999996,0.5,0.2833333333333333,0.27692307692307694,0.4772727272727273,1,0.30943548716461355,0.31159770131903286,0.32661377568219907
0.6399999999999997,0.0800000000000003,0.13333333333333333,0.6615384615384615,0.6022727272727271,2,0.6724473462038242,0.3731954118570441,0.2748822797824123
0.18000000000000016,0.8999999999999997,0.4666666666666666,0.3384615384615385,0.26136363636363646,0,0.09413787308083202,0.5871123990057715,0.42144998851335747
0.6599999999999999,0.19999999999999996,0.03333333333333333,0.676923076923077,0.5113636363636365,2,0.6835133228020399,0.39819983587402985,0.2108091820440724
0.18000000000000016,0.1200000000000001,0.4666666666666666,0.7153846153846155,0.27840909090909083,2,0.24693440200516012,0.6430117453948342,0.4349540264692947
0.19999999999999996,0.5,0.6833333333333332,0.37692307692307697,0.2954545454545452,1,0.11991195354457099,0.4917108670892921,0.4277519074030566
0.8799999999999994,0.05999999999999983,0.2666666666666666,0.30769230769230765,0.6875,2,0.6997114994567698,0.13640925781794463,0.1808201400759596
0.7999999999999998,0.18000000000000016,0.21666666666666667,0.36923076923076925,0.5965909090909092,2,0.6226506436292369,0.20221457283565716,0.17692743838006486
0.6199999999999999,0.45999999999999996,0.75,0.2,0.2897727272727273,2,0.23599808730749647,0.21320806761195052,0.1077454889335312
0.040000000000000036,0.7199999999999993,0.8999999999999999,0.29230769230769227,0.659090909090909,0,0.01987112666686039,0.5965721089548253,0.9425669544615566
0.10000000000000009,0.54,0.25,0.576923076923077,0.4602272727272725,0,0.1752003091336509,0.7215756235124181,0.6788449546773944
0.26,0.020000000000000018,0.31666666666666665,0.7076923076923077,0.32954545454545436,2,0.38251887315188937,0.5587191607652585,0.3948707401483381
0.1200000000000001,0.6000000000000003,0.6833333333333333,0.20769230769230776,0.21590909090909083,0,0.08256702519558476,0.4402767372547758,0.4486187139613266
0.7799999999999998,0.0800000000000003,0.5333333333333333,0.34615384615384615,0.7954545454545454,2,0.47506152507711696,0.176974707567263,0.2922771523723219
0.43999999999999995,0.28,0.3666666666666667,0.5923076923076923,0.5397727272727273,1,0.3394389136303936,0.455982046587848,0.38275127686833066
0.6399999999999995,0.3599999999999999,0.9833333333333332,0.061538461538461535,0.40340909090909105,2,0.20802522946148636,0.11578561635567639,0.16152515931083766
0.10000000000000009,0.24,0.16666666666666666,0.823076923076923,0.3977272727272727,0,0.2891343297762603,0.823515691725237,0.6257290785981079
0.18000000000000016,0.18000000000000016,0.9,0.4384615384615385,0.3693181818181819,2,0.12326179491193459,0.4585439023109277,0.5069755622342943
0.41999999999999993,0.1200000000000001,0.39999999999999997,0.38461538461538464,0.375,2,0.3739428484404054,0.3024982623153948,0.29084786644519534
0.9600000000000002,0.8200000000000001,0.06666666666666668,0.09230769230769233,0.7556818181818179,2,0.4727942281146982,0.15674470576553604,0.17355508717120216
0.9199999999999993,0.5799999999999998,0.19999999999999996,0.23846153846153845,0.5681818181818183,2,0.48882546918458847,0.18801460404645468,0.10241767733037233
0.7599999999999996,0.31999999999999984,0.43333333333333324,0.40769230769230763,0.42613636363636376,2,0.42129813552374906,0.256099586711129,0.10845349157501738
0.1200000000000001,0.28,0.5833333333333333,0.46923076923076923,0.34659090909090917,0,0.15312912281972327,0.5462858452456685,0.5576959630227533
0.16000000000000014,0.54,0.049999999999999996,0.6384615384615385,0.26136363636363646,0,0.26245309375345793,0.7199215091844707,0.44240449404066473
0.06000000000000005,0.31999999999999984,0.8166666666666667,0.24615384615384617,0.2727272727272727,0,0.08123575325070401,0.41994159515071405,0.5690599028860147
0.2599999999999998,0.7599999999999996,0.5999999999999999,0.19999999999999998,0.11931818181818188,1,0.11361580910521749,0.4069036179648653,0.23889551247540985
0.3400000000000001,0.8399999999999996,0.7,0.015384615384615385,0.34659090909090917,1,0.10808283698950602,0.2728246749655724,0.3357902748822671
0.1200000000000001,0.9399999999999995,0.18333333333333335,0.3615384615384616,0.35227272727272707,0,0.1207881646259242,0.6581843481249441,0.5624384521123803
0.5799999999999998,0.14000000000000012,0.7999999999999999,0.16923076923076924,0.5170454545454544,2,0.28123906685581523,0.13991776941042464,0.26504291467894714
0.19999999999999996,0.16000000000000014,0.8166666666666667,0.5076923076923077,0.40909090909090895,2,0.14976119850368555,0.4917108670892919,0.5162783809482786
0.3599999999999999,0.3999999999999997,0.8166666666666665,0.13846153846153847,0.6818181818181817,1,0.157089310372951,0.23691953060694118,0.5496062579530382
0.43999999999999995,0.45999999999999996,0.3,0.47692307692307695,0.4772727272727273,1,0.30787841817597994,0.4284981928691226,0.34217663188938807
0.24,0.3799999999999999,0.5499999999999998,0.30769230769230765,0.5852272727272727,1,0.18207296072883725,0.3899320101823358,0.6068039146872645
0.8999999999999995,0.11999999999999988,0.9333333333333331,0.061538461538461535,0.5056818181818181,2,0.3469894892130515,0.03229681844578397,0.08110141144120997
0.14000000000000012,0.6199999999999999,0.5333333333333333,0.2923076923076923,0.4772727272727273,0,0.11111859051323017,0.49865409412274986,0.6411471756455559
0.8999999999999997,0.16000000000000014,0.2833333333333333,0.2923076923076923,0.7670454545454546,2,0.6340855369560173,0.14338948556977496,0.20969784144843706
0.04000000000000026,0.76,0.8833333333333333,0.18461538461538463,0.21022727272727249,0,0.018063795597473092,0.5204630162364039,0.5390906304126662
0.3400000000000001,0.1200000000000001,0.8499999999999999,0.25384615384615383,0.40340909090909105,2,0.19464565739493098,0.2482122712013293,0.3754290012823821
0.7999999999999998,0.21999999999999997,0.7166666666666666,0.3076923076923077,0.5170454545454544,2,0.3587698578287364,0.18022748375316064,0.13561506110767874
0.7199999999999998,0.6999999999999997,0.3833333333333333,0.15384615384615385,0.5113636363636365,2,0.3113690036308011,0.21278199018951557,0.17576075967368887
0.18000000000000038,0.5800000000000003,0.4,0.32307692307692315,0.2272727272727273,0,0.15804084170526597,0.486493575505459,0.3944419126014823
0.45999999999999996,0.16000000000000014,0.5833333333333333,0.27692307692307694,0.7613636363636362,2,0.30358174913621927,0.23479350590406958,0.5085175424359668
0.02000000000000024,0.94,0.5333333333333334,0.19230769230769235,0.3125,0,0.03628259317732621,0.599059304457955,0.6589617992291644
0.6999999999999997,0.6999999999999997,0.08333333333333333,0.2153846153846154,0.8011363636363638,2,0.41301199777152586,0.24855987900968377,0.3465164083595659
0.41999999999999993,0.9399999999999995,0.6666666666666666,0.023076923076923078,0.6193181818181819,1,0.12060275418102648,0.27462731261062534,0.45169178244708086
0.45999999999999996,0.9799999999999998,0.8333333333333333,0.1,0.49431818181818166,1,0.10117590442054689,0.31611559516697185,0.33752800168742525
0.5999999999999999,0.06000000000000005,0.3333333333333333,0.5461538461538462,0.6704545454545454,2,0.5169175016835509,0.3213112343659603,0.3414390687592167
0.7999999999999998,0.3400000000000001,0.39999999999999997,0.4538461538461539,0.721590909090909,2,0.4435887064324364,0.2718403549302296,0.24184688837952872
0.3400000000000003,0.74,0.45000000000000007,0.34615384615384626,0.4431818181818181,1,0.1682662178530934,0.4598789435738201,0.4031761097624621
0.21999999999999997,0.14000000000000012,0.18333333333333335,0.7153846153846155,0.07954545454545436,2,0.38050093354046854,0.6211102432709831,0.24228171736878845
0.9199999999999999,0.5800000000000003,0.5333333333333334,0.1461538461538462,0.6761363636363638,2,0.3584132976578178,0.14678880915387435,0.1549803038494344
0.020000000000000018,0.18000000000000016,0.9666666666666666,0.34615384615384615,0.26704545454545436,2,0.06410260304335261,0.4826571670425226,0.6173022945194825
0.0800000000000003,0.5,0.6,0.2692307692307693,0.19886363636363624,0,0.09881128343571496,0.48193870851373144,0.4798839281583477
0.05999999999999983,0.19999999999999996,0.8999999999999999,0.3307692307692307,0.25,0,0.08400942176591189,0.45105537632178094,0.5490161774388528
0.04000000000000026,0.5599999999999998,0.06666666666666667,0.6692307692307692,0.24431818181818166,0,0.20011924792487082,0.8566115090760992,0.5697344018594174
0.7799999999999998,0.5199999999999998,0.41666666666666663,0.24615384615384617,0.7613636363636362,2,0.36961248196820473,0.2103259096917595,0.2743729120444097
0.16000000000000014,0.8599999999999999,0.95,0.19230769230769232,0.125,0,0.030325861823403938,0.4810963776254702,0.3325095676796269
0.3800000000000001,0.6399999999999997,0.41666666666666663,0.4076923076923077,0.5568181818181819,1,0.2074697885067153,0.4553845325412964,0.4454574715401082
0.020000000000000018,0.24,0.6666666666666666,0.6,0.4431818181818181,0,0.10808275667455472,0.7154614418733873,0.7787328752695016
0.020000000000000018,0.7999999999999998,0.18333333333333335,0.6461538461538462,0.15909090909090895,0,0.11147924332678968,0.9353321458803153,0.5183609708339866
0.10000000000000009,0.7199999999999998,0.8499999999999999,0.2923076923076923,0.4147727272727273,0,0.04047532003322421,0.5536743346913044,0.6402152266197317
0.8399999999999996,0.6599999999999999,0.16666666666666666,0.3,0.7159090909090908,2,0.44375086140656506,0.24746337542454885,0.2164436497409935
0.020000000000000018,0.19999999999999996,0.03333333333333333,0.9538461538461539,0.26136363636363646,0,0.32940207165914404,0.9999999999999999,0.6120948564307721
0.18000000000000016,0.41999999999999993,0.9,0.25384615384615383,0.30681818181818166,0,0.0888722675664256,0.39146468664405254,0.4574607563958569
0.26,0.5999999999999999,0.26666666666666666,0.5076923076923077,0.5170454545454544,1,0.21528444518728182,0.5744242169170233,0.5339837810458147
0.6199999999999999,0.5599999999999998,0.43333333333333335,0.3,0.5795454545454544,2,0.29939659856087797,0.286498355505432,0.27496223343964565
0.7599999999999996,0.8599999999999994,0.43333333333333324,0.20769230769230768,0.6022727272727271,2,0.2723987354384797,0.25984738589191325,0.2020099280030333
0.8999999999999997,0.41999999999999993,0.016666666666666666,0.3153846153846154,0.7102272727272729,2,0.6702958313225196,0.1989358191317704,0.18174209579469192
0.6399999999999997,0.14000000000000012,0.8333333333333333,0.3153846153846154,0.3693181818181819,2,0.29082664073331377,0.2042702335592715,0.14209251008713875
0.9799999999999998,0.18000000000000016,0.26666666666666666,0.34615384615384615,0.7272727272727271,2,0.6706770431373168,0.15657474110005795,0.1503695769441179
0.28,0.6599999999999997,0.8333333333333331,0.16153846153846152,0.2954545454545452,1,0.0951863850678781,0.3460465386687954,0.3513979432733715
0.19999999999999996,0.14000000000000012,0.9,0.5307692307692308,0.40340909090909105,2,0.1358972854674438,0.5027044055230258,0.5118520572710176
0.5999999999999999,0.18000000000000016,0.9166666666666666,0.14615384615384616,0.659090909090909,2,0.24650467136261886,0.13167261736809524,0.3347995804768761
0.41999999999999993,0.5199999999999998,0.049999999999999996,0.576923076923077,0.5284090909090908,1,0.381650504295148,0.5115303851011652,0.39184288346963514
0.0800000000000003,0.24,0.3833333333333333,0.5923076923076923,0.23863636363636376,0,0.2009067453872254,0.6590567949242948,0.5143108837172495
0.28,0.7199999999999998,0.3,0.4461538461538462,0.30113636363636354,1,0.18724710883270138,0.5521754057730236,0.35554762215306124
0.6599999999999999,0.7399999999999995,0.11666666666666665,0.2,0.8693181818181817,2,0.3708409549549808,0.25912488784248944,0.41239365466381817
0.04000000000000026,0.5999999999999999,0.049999999999999996,0.7307692307692308,0.5965909090909092,0,0.19487730264077205,0.9200357530081172,0.8863867068091794
0.3400000000000001,0.10000000000000009,0.08333333333333333,0.6307692307692307,0.42613636363636376,2,0.5311716704433178,0.4844913473380632,0.391284491842428
0.7199999999999998,0.6799999999999999,0.3666666666666667,0.2153846153846154,0.6761363636363638,2,0.32167713991521296,0.2396266905889631,0.2653166559432628
0.7999999999999998,0.28,0.5666666666666667,0.18461538461538463,0.5681818181818183,2,0.3951207957978964,0.1325887907410848,0.16217301792564143
0.3599999999999999,0.9199999999999997,0.13333333333333333,0.49230769230769234,0.4374999999999998,1,0.21363522406286048,0.5861261140326005,0.381666297268782
0.18000000000000016,0.8799999999999999,0.7333333333333334,0.16153846153846155,0.4374999999999998,0,0.05836609379255489,0.45295396767202145,0.5609917140580437
0.7999999999999994,0.6999999999999995,0.5499999999999998,0.04615384615384615,0.6249999999999998,2,0.2883270675472013,0.14358233528233308,0.19168185883448852
